headline,category,date,source
"Oil Prices Tick Up in Asia, But Supply Pressures Persist", Oil Markets,2017-06-12 00:56:00,WSJ
Qatar Renews Commitment to OPEC Oil-Cutting Strategy, Markets,2017-06-11 13:54:00,WSJ
A Shale-Oil Boomtown Climbs Back From the Bust, Business,2017-06-11 11:00:00,WSJ
Oil Logs Modest Gains; OPEC Data Loom, Oil Markets,2017-06-13 00:37:00,WSJ
Oil Prices Remain Lower Ahead of US Inventory Data, Oil Markets,2017-06-14 01:22:00,WSJ
Oil Rises Ahead of U.S. Stockpiles Data, Oil Markets,2017-06-13 21:11:00,WSJ
Total Eclipse: Oil Giant Sees Its Future in Electricity, Business,2017-06-13 15:04:00,WSJ
OPEC Oil Production Rose in May, Oil Markets,2017-06-13 14:25:00,WSJ
Oil Slides to Seven-Month Low on High Inventories, Oil Markets,2017-06-14 20:32:00,WSJ
OPEC Stumbles in Face of Oil Glut, Oil Markets,2017-06-14 19:13:00,WSJ
Saudis Cut Oil Exports to U.S. to Ease Global Glut, Oil Markets,2017-06-14 12:58:00,WSJ
"Global Oil Glut Won’t Subside in 2017,  IEA Says", Oil Markets,2017-06-14 09:32:00,WSJ
Lessons of the Energy Export Boom, Review & Outlook,2017-06-15 23:33:00,WSJ
Oil Falls to New Seven-Month Low on Surplus Stocks, Oil Markets,2017-06-15 19:27:00,WSJ
Oil Hovers Near 7-Month Low as Global Glut Climbs, Oil Markets,2017-06-15 05:45:00,WSJ
Peabody Energy Fights Lawsuit Over Protesters’ Arrest, Business,2017-06-16 22:37:00,WSJ
Oil Prices Recover Slightly but Glut Fears Persist, Oil Markets,2017-06-16 19:48:00,WSJ
U.S. Oil-Rig Count Rises by 6, Oil Markets,2017-06-16 18:38:00,WSJ
Big Oil Firms Are Exploring a New Frontier in Shale: Profits, Business,2017-06-16 09:30:00,WSJ
Oil Stays on Downslope in Asia, Oil Markets,2017-06-16 07:50:00,WSJ
Ukraine State Energy Chief Praises Senate Measure on Russian Pipeline, Europe,2017-06-19 23:07:00,WSJ
Oil Turns Lower as Glut Continues to Pressure Market, Oil Markets,2017-06-19 19:48:00,WSJ
EU Divisions Hobble Bid to Lead Climate Deal, World,2017-06-19 18:23:00,WSJ
South Korea Powers Down Its Nuclear-Energy Industry, World,2017-06-19 11:36:00,WSJ
Oil Prices Start Week Lower in Asia, Oil Markets,2017-06-19 07:01:00,WSJ
Oil Industry Learns How to Live With Cheap Crude, Oil Markets,2017-06-19 04:01:00,WSJ
Total Pledges $1 Billion Investment in Iran Gas Field, Markets,2017-06-20 15:54:00,WSJ
Frackers Collide With Traditional Oil Drillers, Business,2017-06-20 11:00:00,WSJ
White House Looks to Chart Steadier Course Amid Turmoil, Politics,2017-06-22 03:25:00,WSJ
Oil Holds Steady in Asia Trade, Oil Markets,2017-06-22 01:12:00,WSJ
"For Energy’s High-Yield Investors, Sentiment Sours", Markets,2017-06-21 21:22:00,WSJ
Oil Falls Deeper Into Bear Territory, Oil Markets,2017-06-21 20:19:00,WSJ
Five Reasons Why Oil Is Falling, Oil Markets,2017-06-21 11:11:00,WSJ
Oil Stabilizes After Latest Slide, Oil Markets,2017-06-21 04:27:00,WSJ
Oil Stabilizes After Latest Slide, Oil Markets,2017-06-21 04:23:00,WSJ
India’s Problem With Renewable Energy, Commentary,2017-06-22 16:38:00,WSJ
Saudis Boxed In by Low Oil Prices, Markets,2017-06-22 14:22:00,WSJ
Dollar Seen Hit as Fall in Other Commodities Adds to Oil Pain, Markets,2017-06-22 10:47:00,WSJ
"Revenue Slides at Some Trump Businesses, but Vegas Tower Brings Windfall", Politics,2017-06-22 09:30:00,WSJ
Saudi Security Forces Foil Terrorist Attack in Mecca, Middle East,2017-06-23 21:42:00,WSJ
Oil Ticks Higher But Outlook Still Lackluster, Oil Markets,2017-06-23 07:15:00,WSJ
How Four Brothers Survived the Gas Bust to Make Family a Billion, Markets,2017-06-24 11:00:00,WSJ
Oil Prices Rise on Expectations of Lower US Inventories, Oil Markets,2017-06-26 01:42:00,WSJ
How Earthquakes Are Rattling a Dutch Province Atop One of the World’s Richest Gas Troves, Business,2017-06-25 12:49:00,WSJ
"Oil Prices Tick Up, But Sentiment Remains Cautious", Oil Markets,2017-06-27 00:44:00,WSJ
Oil Prices Up but Mood Still Down, Oil Markets,2017-06-26 19:33:00,WSJ
This Shipping Magnate Is Calling a Bottom in the Oil Rout, Business,2017-06-27 14:24:00,WSJ
Oil Continues Rising as US Production Falls, Oil Markets,2017-06-29 00:55:00,WSJ
Companies Pressed to Disclose More on Climate-Change Risk, Business,2017-06-28 23:01:00,WSJ
Oil Prices Recover On Encouraging Inventory Data, Oil Markets,2017-06-28 19:52:00,WSJ
Why Your Local CVS Is Hiding the Candy and Tanning Oil, Business,2017-06-28 11:00:00,WSJ
Falling Oil Prices Does Not Mean Sector is Down, Oil Markets,2017-06-28 09:15:00,WSJ
"Oil Extends Gains, But Markets Remains Cautious", Oil Markets,2017-06-30 02:20:00,WSJ
A New Problem for Keystone XL: Oil Companies Don’t Want It, Business,2017-06-29 11:00:00,WSJ
Oil Prices Continue Rise After U.S. Production Drop, Oil Markets,2017-06-30 20:26:00,WSJ
Brazil’s Petrobras to Adjust Domestic Gas and Diesel Prices on Daily Basis, Business,2017-06-30 14:01:00,WSJ
Oil Price Outlook Darkens, Oil Markets,2017-06-30 06:00:00,WSJ
Oil Company Wins Over Investors by Promising to Stop Looking for Oil, Business,2017-07-01 12:03:00,WSJ
France’s Total Set to Invest $1 Billion in Giant Iranian Gas Field, Business,2017-07-02 13:03:00,WSJ
Trump Talks Trade and Climate With Merkel Ahead of G-20 Summit, Politics,2017-07-04 02:20:00,WSJ
"Oil Prices Pull Back, But Optimism Rising", Oil Markets,2017-07-04 01:25:00,WSJ
Oil Giants Lobby Against Bill to Toughen Russia Sanctions, World,2017-07-04 00:08:00,WSJ
GE’s Baker Hughes Deal Deepens Its Stake in Energy, Business,2017-07-03 14:53:00,WSJ
Oil Prices Looking to Extend Winning Streak, Oil Markets,2017-07-03 07:03:00,WSJ
Oil Edges Lower in Subdued Asian Trading, Oil Markets,2017-07-05 01:24:00,WSJ
Oil’s Rally Pauses in Holiday Trading, Oil Markets,2017-07-04 21:41:00,WSJ
Oil Futures Rebound Some After Worst Day in a Month, Oil Markets,2017-07-06 01:02:00,WSJ
Oil Falls Amid Global Glut Worries, Oil Markets,2017-07-05 20:58:00,WSJ
Saudi Aramco Cuts Oil Prices in Asia As Competition Rises, Oil Markets,2017-07-05 13:43:00,WSJ
Oil Prices Extend Declines After Volatile Overnight Session, Oil Markets,2017-07-07 02:10:00,WSJ
"Ships Exporting Iranian Oil Go Dark, Raising Sanctions Red Flags", Middle East,2017-07-06 23:46:00,WSJ
U.S. Auto Regulators Probe a Part That May Leak Gasoline, Business,2017-07-07 22:32:00,WSJ
Wall Street Cash Pumps Up Oil Production Even as Prices Sag, Business,2017-07-07 20:57:00,WSJ
Russia Ready to Consider Adjusting Oil Output Deal, Markets,2017-07-07 11:21:00,WSJ
G-20 Leaders Find Trade Compromises but Split on Climate, World,2017-07-08 19:47:00,WSJ
"One Year After Turkish Coup, Search for Justice Roils Nation", World,2017-07-09 09:30:00,WSJ
How Energy-Rich Australia Exported Its Way Into an Energy Crisis, World,2017-07-11 01:58:00,WSJ
Oil Up? Oil Down? Blame the Algorithms, Oil Markets,2017-07-10 20:32:00,WSJ
"U.A.E.’s Oil Company Eyes Partnerships, Listing Some Businesses", Oil Markets,2017-07-10 17:30:00,WSJ
"Libya, Nigeria Invited to Meeting of Oil Producers", Oil Markets,2017-07-10 16:04:00,WSJ
Oil Rises Ahead of U.S. Stockpile Data, Oil Markets,2017-07-11 20:56:00,WSJ
Saudi Arabia June Oil Output Exceeds Production-Cut Limit for First Time, Markets,2017-07-11 18:42:00,WSJ
Consol Energy Files to Spin Off Coal-Mining Business, Business,2017-07-11 12:30:00,WSJ
"Oil Rebounds Some, But Move May Not Last", Oil Markets,2017-07-11 07:13:00,WSJ
U.S. Shale Drives Recovery in Global Oil Investment, Oil Markets,2017-07-11 07:00:00,WSJ
Saudi Aramco Chief Predicts Oil Shortage, Oil Markets,2017-07-11 04:01:00,WSJ
Mexico Awards 21 Oil and Gas Blocks in Two Auctions, Markets,2017-07-13 01:34:00,WSJ
Oil Prices Steady After Latest Move Higher, Oil Markets,2017-07-13 01:27:00,WSJ
Oil Climbs as U.S. Stockpiles Shrink, Oil Markets,2017-07-12 19:27:00,WSJ
Big Oil Stays Wary on Iran, Markets,2017-07-12 15:50:00,WSJ
Shell Sells Irish Gas Field Stake for $1.2 Billion to Canada Pension Fund, Europe,2017-07-12 10:49:00,WSJ
Oil Prices to Remain Choppy in 2H, Oil Markets,2017-07-12 09:17:00,WSJ
Oil Prices Pause After Recent Gains, Oil Markets,2017-07-14 01:35:00,WSJ
Oil Prices Rise on Better Demand, Oil Markets,2017-07-13 21:07:00,WSJ
"Oil Demand Is Accelerating, IEA Says", Oil Markets,2017-07-13 10:32:00,WSJ
Germany Should Say Danke for U.S. Oil, Commentary,2017-07-17 21:16:00,WSJ
Oil Falls as Oversupply Concerns Persist, Oil Markets,2017-07-17 19:49:00,WSJ
Crude Futures Lack Direction Ahead of U.S. Oil Data, Oil Markets,2017-07-19 01:13:00,WSJ
California’s Climate Cap and Spend, REVIEW & OUTLOOK ,2017-07-18 23:11:00,WSJ
Oil Edges Up Ahead of U.S. Stocks Data, Oil Markets,2017-07-18 19:58:00,WSJ
Ecuador to Pump Over OPEC Oil Limit, Markets,2017-07-18 19:01:00,WSJ
Oil Rises on Bigger-Than-Expected Inventory Decline, Oil Markets,2017-07-19 19:20:00,WSJ
Oil Prices Maintain U.S. Declines in Asia Trade, Oil Markets,2017-07-21 01:03:00,WSJ
Oil Retreats From a Seven-Week High, Oil Markets,2017-07-20 19:38:00,WSJ
BP Said to Be Shopping Its North Sea Oil Fields, Business,2017-07-20 17:41:00,WSJ
AB InBev to Buy Energy-Drinks Maker Hiball, Business,2017-07-20 15:46:00,WSJ
Schlumberger CEO Blames U.S. Investors for Stagnant Oil Prices, Business,2017-07-21 23:04:00,WSJ
U.S. Oil-Rig Count Falls by One, Oil Markets,2017-07-21 17:35:00,WSJ
Oil Prices Turn Higher in Asia Ahead of OPEC Meeting, Oil Markets,2017-07-24 00:50:00,WSJ
OPEC Grapples With Growing Threats to Oil Deal, Markets,2017-07-23 22:14:00,WSJ
Ginsburg Yearns for Less-Partisan Political Climate, Politics,2017-07-23 17:30:00,WSJ
Oil Prices Add to Gains Amid OPEC Supply Moves, Oil Markets,2017-07-25 01:12:00,WSJ
Saudi Arabia Cuts Oil Exports, Oil Markets,2017-07-24 21:15:00,WSJ
Oil Higher After Saudi Arabia Announces Limit on Exports, Oil Markets,2017-07-24 20:32:00,WSJ
Oil Extends Rally Ahead of Official US Oil Data, Oil Markets,2017-07-26 03:50:00,WSJ
Oil Prices Pause in Asian Trading, Oil Markets,2017-07-27 01:12:00,WSJ
Oil Gains After Stockpiles Show Larger-Than-Expected Drop, Oil Markets,2017-07-26 19:45:00,WSJ
"Critics Fume About U.K. Move on Diesel, Gasoline Cars", Business,2017-07-26 16:50:00,WSJ
"U.K. to Ban Sale of Diesel, Gasoline Vehicles by 2040", Business,2017-07-26 15:47:00,WSJ
Investors to Big Oil: Restrain Yourselves, Business,2017-07-26 11:00:00,WSJ
Oil Prices Pull Back After Hitting Two-Month High, Oil Markets,2017-07-28 01:58:00,WSJ
Chinese Investors Are Fueling Hong Kong’s Stock-Market Rally, Markets,2017-07-28 00:52:00,WSJ
Al Gore’s Climate Sequel Misses a Few Inconvenient Facts, Commentary,2017-07-27 22:09:00,WSJ
Oil Prices Rise on Building Momentum, Oil Markets,2017-07-27 19:51:00,WSJ
Shell Prepares for ‘Lower Forever’ Oil Prices, Earnings,2017-07-27 17:34:00,WSJ
J.P. Morgan Taps Renewable-Energy Markets, Markets,2017-07-28 10:00:00,WSJ
Oil Futures Advance on Signs of a Tighter Market, Oil Markets,2017-07-31 02:00:00,WSJ
Climate Change Isn’t the End of the World, Commentary,2017-07-30 20:24:00,WSJ
Blackstone Energy to Buy Stake in Troubled Rover Pipeline, Business,2017-07-31 22:42:00,WSJ
Oil Prices Settle Above $50, Oil Markets,2017-07-31 20:37:00,WSJ
Oil Prices Extend Decline Ahead of U.S. Data, Oil Markets,2017-08-02 01:28:00,WSJ
Oil Futures Flash a Buy Signal, Oil Markets,2017-08-01 21:07:00,WSJ
"Europe’s Largest Oil Refinery Disabled by Fire, Raising Fuel Prices Globally", Markets,2017-08-01 16:25:00,WSJ
BP Says It Can Now Profit at Oil Below $50, Business,2017-08-01 13:29:00,WSJ
Oil Futures Ease in Asia After Overnight Rebound, Oil Markets,2017-08-03 01:34:00,WSJ
"Dow Passes 22000, Fueled by Broad Global Growth", Markets,2017-08-02 22:00:00,WSJ
OPEC’s ‘Catch-22’: How to Unwind Its Deal to Cut Oil Output, Markets,2017-08-02 09:30:00,WSJ
Oil Prices Fall Further Ahead of U.S. Rig Data, Oil Markets,2017-08-04 01:25:00,WSJ
Dover Explores Strategic Alternatives for Most of Its Energy Business, Business,2017-08-03 20:05:00,WSJ
Transcript: Reporters’ Q&A With San Francisco Fed’s John Williams in Las Vegas, Central Banks,2017-08-03 18:44:00,WSJ
Transcript: Economic Club of Las Vegas Q&A With San Francisco Fed’s Williams, Central Banks,2017-08-03 17:33:00,WSJ
Oil Rises Ahead of OPEC Meeting, Oil Markets,2017-08-04 19:48:00,WSJ
U.S. Oil Rig Count Falls by One, Oil Markets,2017-08-04 17:47:00,WSJ
EU Sanctions Russians Connected to Transfer of Gas Turbines to Crimea, Europe,2017-08-04 16:01:00,WSJ
Bill Perkins Is the ‘Last Cowboy’ Betting on Volatile Gas Markets, Markets,2017-08-04 11:00:00,WSJ
Oil Price Forecasts Cut by Banks, Oil Markets,2017-08-04 06:00:00,WSJ
Energy Suppliers Find Fresh Lift From Offshore Wind, Business,2017-08-05 11:00:00,WSJ
Investors Ponder Oil Rally’s Staying Power, Oil Markets,2017-08-08 00:10:00,WSJ
Investors Question Oil Output in America’s Fastest-Growing Field, Markets,2017-08-10 00:43:00,WSJ
Climate Report Poses Test for Trump Administration, Politics,2017-08-09 21:08:00,WSJ
Oil Pulls Back After Topping $50 a Barrel, Oil Markets,2017-08-10 20:22:00,WSJ
U.K. Industrial Production Rises on Steady North Sea Oil Output, Central Banks,2017-08-10 12:33:00,WSJ
Oil Gains After IEA Revises Data, Oil Markets,2017-08-11 20:23:00,WSJ
U.S. Oil Rig Count Rises by Three, Oil Markets,2017-08-11 18:28:00,WSJ
Global Oil Supply Grows on Higher OPEC Output Despite Deal, Oil Markets,2017-08-11 10:15:00,WSJ
Oil Prices Slip Back as Geopolitics Add to Pressure, Oil Markets,2017-08-11 04:24:00,WSJ
Oil Prices Drop to Three-Week Low, Oil Markets,2017-08-14 21:39:00,WSJ
Oil Falls on Demand Concerns, Oil Markets,2017-08-15 20:52:00,WSJ
Oil Prices Lack Direction After Overnight Slide, Oil Markets,2017-08-15 13:25:00,WSJ
Oil Rebounds Some in Asia After Further Overnight Selling, Oil Markets,2017-08-17 01:04:00,WSJ
Oil Falls as Production Increase Outweighs Stockpile Decline, Oil Markets,2017-08-16 19:36:00,WSJ
US Shale Oil Boom Hits Bump, Oil Markets,2017-08-16 09:09:00,WSJ
Oil Down Slightly in Asia Following Overnight Gains, Oil Markets,2017-08-18 02:26:00,WSJ
Energy Capital Partners Near Deal to Buy Calpine, Business,2017-08-17 23:37:00,WSJ
Henry Hub Emerges as Global Natural Gas Benchmark, Markets,2017-08-17 21:30:00,WSJ
Behind Henry Hub’s Success in Natural Gas Market, Markets,2017-08-17 11:00:00,WSJ
"Oil Rises on Refinery Outage, Weaker Dollar and Rig Drop", Oil Markets,2017-08-18 20:17:00,WSJ
U.S. Oil-Rig Count Falls by Five in Latest Week, Oil Markets,2017-08-18 19:49:00,WSJ
How Goldman Lost $100 Million on a Gas Bet Gone Wrong, Markets,2017-08-18 09:30:00,WSJ
Oil Futures Lack Direction in Asia Trade, Oil Markets,2017-08-21 01:14:00,WSJ
Old Oil Is New Again, Business,2017-08-20 10:00:00,WSJ
Oil Futures Rebound Some After Overnight Retreat, Oil Markets,2017-08-22 01:18:00,WSJ
Sempra Energy Reaches Deal to Buy Oncor After Outbidding Berkshire, Markets,2017-08-21 16:02:00,WSJ
Total Buys Maersk Oil for $5 Billion, Business,2017-08-21 14:43:00,WSJ
Chevron CEO’s Exit Reflects a Changing of the Guard for Big Oil, Business,2017-08-22 21:40:00,WSJ
Oil Gains Ahead of Inventory Report, Oil Markets,2017-08-22 20:35:00,WSJ
Oil Futures Little Changed After Overnight Rebound, Oil Markets,2017-08-24 01:16:00,WSJ
Cuomo’s Natural Gas Blockade, REVIEW & OUTLOOK ,2017-08-23 23:00:00,WSJ
Oil Gains After Stockpiles Data, Oil Markets,2017-08-23 19:26:00,WSJ
Oil Futures Fall on U.S. Gasoline Inventory Concerns, Oil Markets,2017-08-23 04:01:00,WSJ
Oil Rebounds in Asia as Hurricane Nears Texas, Oil Markets,2017-08-25 01:02:00,WSJ
Oil Edges Lower As Traders Eye Hurricane Harvey, Oil Markets,2017-08-24 21:46:00,WSJ
"Signet, Tiffany See Trendy Baubles Fueling Rise in Sales", Business,2017-08-24 18:34:00,WSJ
"Seadrill, a Big Offshore Oil Player, to Seek Bankruptcy Protection", Business,2017-08-24 04:01:00,WSJ
Oil Ticks Up as Hurricane Approaches Texas, Oil Markets,2017-08-25 20:26:00,WSJ
U.S. Oil-Rig Count Falls for Second Straight Week, Markets,2017-08-25 17:27:00,WSJ
U.S. Gasoline Futures Surge in Asia in Wake of Storm Harvey, Oil Markets,2017-08-28 02:59:00,WSJ
Energy Markets Brace for Volatility as Harvey’s Impact Is Determined, Oil Markets,2017-08-28 00:22:00,WSJ
Energy Shares Set for Worst Month Since 2015, Markets,2017-08-27 15:00:00,WSJ
Oil Futures Rebound Some in Asian Trade, Oil Markets,2017-08-29 01:39:00,WSJ
Gasoline Up as Harvey Hits Refiners, Oil Markets,2017-08-28 20:42:00,WSJ
"Saudis, Russia Push to Extend Their Oil Output Cuts", Oil Markets,2017-08-28 17:06:00,WSJ
Oil Futures Ease Further in Asia as Harvey Continues to Weigh, Oil Markets,2017-08-30 01:53:00,WSJ
Oil Prices Continue Slide as Tropical Storm Harvey Continues, Oil Markets,2017-08-29 20:57:00,WSJ
Oil Prices Rise as Dollar Falls After North Korean Missile Launch, Markets,2017-08-29 11:04:00,WSJ
Oil Futures Rebound From Morning Lows in Asia, Oil Markets,2017-08-31 02:02:00,WSJ
"Harvey Ripples Through U.S., Global Energy Markets", Business,2017-08-31 00:11:00,WSJ
Fallout From Harvey to Disrupt Energy Markets Around the World, Oil Markets,2017-08-30 11:00:00,WSJ
Gasoline Prices Jump in Harvey’s Wake, Oil Markets,2017-09-01 03:08:00,WSJ
Oil Futures Pull Back Some After Overnight Gains, Oil Markets,2017-09-01 02:15:00,WSJ
"Oil Edges Up, Gasoline Surges", Oil Markets,2017-08-31 22:23:00,WSJ
U.S. to Block Potential Russian Move Into American Energy, World,2017-08-31 15:39:00,WSJ
Danish Energy Company Is Turning the Page on Oil and Gas, Business,2017-08-31 09:30:00,WSJ
"U.S. Oil-Rig Count Unchanged, But Harvey’s Impact Is Unknown", Oil Markets,2017-09-01 17:39:00,WSJ
Gasoline Futures Fall as Harvey Moves Away, Oil Markets,2017-09-04 01:45:00,WSJ
U.S. Gasoline Futures Extend Drop in Asia, Oil Markets,2017-09-05 02:06:00,WSJ
"Tax Consumption Through a VAT, and Voilà", Commentary,2017-09-04 18:38:00,WSJ
Oil Mixed as Some Refineries Come Back, Oil Markets,2017-09-04 17:33:00,WSJ
Oil Futures in Asia Tad Down After Overnight Gains, Oil Markets,2017-09-06 01:11:00,WSJ
Oil Futures Ease in Asia After Overnight Rise, Oil Markets,2017-09-07 02:21:00,WSJ
Notable & Quotable: Is Weather Climate?, Commentary,2017-09-06 21:58:00,WSJ
Oil Jumps to One-Month High As Harvey Concerns Ease, Oil Markets,2017-09-06 20:50:00,WSJ
U.N. Report Blames Syrian Regime for April Gas Attack, Middle East,2017-09-06 16:38:00,WSJ
Getting Fuel Flowing Again in Houston Is a Slow Process, Business,2017-09-06 11:00:00,WSJ
"Oil, Gasoline Futures Tick Up in Asia as Irma Advances", Oil Markets,2017-09-08 01:57:00,WSJ
The Climate-Change Distraction, Commentary,2017-09-07 16:41:00,WSJ
Oil Prices Tumble Ahead of Hurricane Irma, Oil Markets,2017-09-08 22:15:00,WSJ
U.S. Oil-Rig Count Falls by Three, Markets,2017-09-08 20:11:00,WSJ
"Glencore, Qatar Sell 14% Stake in Rosneft to Chinese Energy Company", Business,2017-09-08 15:39:00,WSJ
GasBuddy App Scores Big During Florida Fuel Shortage, Business,2017-09-09 11:00:00,WSJ
Oil Prices Rebound Some as Risk Sentiment Improves, Oil Markets,2017-09-11 01:56:00,WSJ
Oil Futures Edge Lower in Asian Trading, Oil Markets,2017-09-12 01:03:00,WSJ
Oil Edges Higher as Hurricane Concerns Ease, Oil Markets,2017-09-11 20:43:00,WSJ
Hurricanes Add to Problems for Oil Bulls, Markets,2017-09-11 17:49:00,WSJ
Oil Futures Little Changed, Oil Markets,2017-09-13 01:40:00,WSJ
Oil Turns Higher After OPEC Report, Oil Markets,2017-09-12 21:38:00,WSJ
Corruption Battle Roils Ukraine, World,2017-09-12 20:51:00,WSJ
Gasoline Supply Slowly Returns to Florida, Oil Markets,2017-09-12 16:43:00,WSJ
"In St. Martin, Authorities Struggle to Deliver Aid Amid Post-Irma Turmoil", World,2017-09-13 23:41:00,WSJ
Venezuela Stops Accepting Dollars for Oil Payments Following U.S. Sanctions, World,2017-09-13 22:52:00,WSJ
Oil Rises on Signs of Tightening Supply, Oil Markets,2017-09-13 19:53:00,WSJ
Global Oil Supply Edged Lower in August, Oil Markets,2017-09-13 09:32:00,WSJ
Saudi Arabia Pushes OPEC on New Tack to Curb Oil Supplies, Markets,2017-09-13 09:30:00,WSJ
Oil Down Modestly in Wake of North Korea Missile Test, Oil Markets,2017-09-15 01:18:00,WSJ
Oil Futures Slightly Lower, Oil Markets,2017-09-14 06:32:00,WSJ
Oil Wavers on Mixed Supply Signals, Oil Markets,2017-09-15 19:28:00,WSJ
How Traders Are Profiting as Oil Prices Go Nowhere, Markets,2017-09-16 11:00:00,WSJ
Oil Futures Erase Modest Early Drop in Asia, Oil Markets,2017-09-18 01:58:00,WSJ
Climate Change Hype Doesn’t Help, Commentary,2017-09-17 18:26:00,WSJ
"Oil Futures Remain Quiet Ahead of Fed, OPEC", Oil Markets,2017-09-19 01:24:00,WSJ
Oil Futures Remain Higher on Bullish Inventory Data, Oil Markets,2017-09-20 01:38:00,WSJ
Oil Trades in Narrow Range, Oil Markets,2017-09-19 20:53:00,WSJ
"The North Sea Is Suddenly, Surprisingly, an Oil Hot Spot", Business,2017-09-19 13:00:00,WSJ
Oil Futures Maintain Overnight Gains Ahead of OPEC Meeting, Oil Markets,2017-09-21 01:37:00,WSJ
States Team Up To Fight Climate Change, Politics,2017-09-21 00:27:00,WSJ
Oil Prices Gain On Improving Market Signals, Oil Markets,2017-09-20 19:46:00,WSJ
First Refugees Off to U.S. Under Deal That Fueled Trump Tirade, World,2017-09-20 06:41:00,WSJ
Oil Prices Stall After Recent Rally, Oil Markets,2017-09-21 20:31:00,WSJ
Lower U.S. Oil Prices Are a Shot in the Arm for Crude Exports, Oil Markets,2017-09-21 14:14:00,WSJ
Energy Alliance Propels Russia-Saudi Cooperation, World,2017-09-21 09:30:00,WSJ
Trade Decision Roils U.S. Solar Industry, Business,2017-09-22 22:38:00,WSJ
U.S. Oil-Rig Count Drops by Five in Latest Week, Markets,2017-09-22 18:05:00,WSJ
Oil Futures Tad up in Asia After Muted Overnight Performance, Oil Markets,2017-09-22 04:24:00,WSJ
"Oil Futures Tad Down; No Extension to OPEC Output Cap, for Now", Oil Markets,2017-09-25 02:01:00,WSJ
Oil Futures Hit Session Highs as Dollar Eases, Oil Markets,2017-09-26 01:11:00,WSJ
"Iraq, Turkey Threaten Kurdistan’s Oil Boom After Controversial Independence Vote", Middle East,2017-09-25 20:47:00,WSJ
OPEC’s Efforts Pay Off: Oil Is Back in Bull Market, Oil Markets,2017-09-25 20:25:00,WSJ
U.S.-Backed Forces Seize Syrian Gas Plant From Islamic State, Middle East,2017-09-25 18:57:00,WSJ
Oil Prices Set to Return to Bull-Market Territory, Oil Markets,2017-09-25 16:03:00,WSJ
Saudi Arabia Plans Another Bond Sale to Offset Falling Oil Revenue, Markets,2017-09-25 12:43:00,WSJ
Oil Futures Rebound as API Data Show Drop in U.S. Inventory, Oil Markets,2017-09-27 01:22:00,WSJ
Oil Prices Retreat After Entering Bull Market, Oil Markets,2017-09-26 20:54:00,WSJ
Oil Futures Trending Lower in Asia, Oil Markets,2017-09-28 01:32:00,WSJ
Brazil Holds Its Most Successful Oil Auction, Markets,2017-09-27 21:21:00,WSJ
Oil Rises After U.S. Stockpiles Fall, Oil Markets,2017-09-27 19:47:00,WSJ
Australia Backs Down on Limiting Gas Exports, World,2017-09-27 07:06:00,WSJ
Oil Prices Pare Earlier Day Gains in Asia, Oil Markets,2017-09-29 01:56:00,WSJ
World’s Biggest Oil Company Promised Expats Idyllic Lifestyle—Then Fire Erupted, Business,2017-09-28 15:33:00,WSJ
"Energy Department Urges Pricing Shift Favorable to Coal, Nuclear", Politics,2017-09-29 22:12:00,WSJ
U.S. Oil-Rig Count Rises by Six in Latest Week, Oil Markets,2017-09-29 17:43:00,WSJ
Oil Prices Down Further in Asia PM Trade, Oil Markets,2017-10-02 01:18:00,WSJ
Oil Prices Slip Further in Asia After Overnight Slump, Oil Markets,2017-10-03 00:52:00,WSJ
"Las Vegas Casino Security Overhaul Unlikely, Experts Say", Business,2017-10-02 22:04:00,WSJ
Oil Falls on Production Surge, Oil Markets,2017-10-02 19:54:00,WSJ
Oil Futures Remain Lower Following API Report, Oil Markets,2017-10-04 00:42:00,WSJ
Oil-Price Forecasts Fall for Fifth Month in a Row, Oil Markets,2017-10-03 07:25:00,WSJ
Oil Futures Remain Near 2-Week Lows in Asia Trade, Oil Markets,2017-10-05 01:25:00,WSJ
Oil At Two-Week Low, Oil Markets,2017-10-04 19:37:00,WSJ
Oil Advances on Production Cap Discussions, Oil Markets,2017-10-05 19:44:00,WSJ
OPEC Pushes Russia to Keep Helping on Oil Prices, Oil Markets,2017-10-05 17:59:00,WSJ
Mexico’s Pemex Finds Partners for Onshore Oil Fields, Business,2017-10-05 14:33:00,WSJ
U.S. Oil-Rig Count Fell by Two in Latest Week, Oil Markets,2017-10-06 17:50:00,WSJ
Oil Futures Quiet in Asia After Overnight Rebound, Oil Markets,2017-10-06 04:29:00,WSJ
Mexico’s Berry Bounty Fuels U.S. Trade Dispute, World,2017-10-07 16:41:00,WSJ
Oil Futures Rebound Some in Asia on Supply-Demand Optimism, Oil Markets,2017-10-09 02:45:00,WSJ
Luxury-Home Purchases Roil Guggenheim Partners, Markets,2017-10-08 14:01:00,WSJ
Oil Futures Edge Higher in Asian Trading, Oil Markets,2017-10-10 01:07:00,WSJ
Helix Energy Solutions Is Exploring Strategic Alternatives, Business,2017-10-09 21:33:00,WSJ
Oil Prices Rise Ahead of Crude Market Data, Oil Markets,2017-10-09 19:52:00,WSJ
Oil Futures Recover From Early Weakness in Asian Trade, Oil Markets,2017-10-11 01:14:00,WSJ
Oil Climbs After Saudi Arabia Plans Export Cuts, Oil Markets,2017-10-10 19:24:00,WSJ
Oil Futures Maintain Post-API Decline, Oil Markets,2017-10-12 02:01:00,WSJ
